country,death_cause,metric_name,year,val
India,High systolic blood pressure,Percent,1993,0.083372492
India,Dietary risks,Percent,1993,0.06900915
India,Occupational risks,Percent,1993,0.022589216
India,Unsafe water source,Rate,1993,101.2788413
India,Air pollution,Rate,1993,147.7593994
India,Lead exposure,Rate,1993,13.97371646
India,Smoking,Rate,1993,75.17615004
India,Alcohol use,Rate,1993,20.24806892
India,Drug use,Rate,1993,3.824601416
India,High systolic blood pressure,Rate,1993,76.96042643
India,Dietary risks,Rate,1993,63.70133041
India,Occupational risks,Rate,1993,20.85300316
Japan,Unsafe water source,Percent,1993,0.000217357
Japan,Air pollution,Percent,1993,0.03694652
Japan,Lead exposure,Percent,1993,0.004311269
Japan,Smoking,Percent,1993,0.211705551
Japan,Alcohol use,Percent,1993,0.054558728
Japan,Drug use,Percent,1993,0.008190905
Japan,High systolic blood pressure,Percent,1993,0.209314927
Japan,Dietary risks,Percent,1993,0.144614365
Japan,Occupational risks,Percent,1993,0.021414719
Japan,Unsafe water source,Rate,1993,0.148868508
Japan,Air pollution,Rate,1993,25.3043921
Japan,Lead exposure,Rate,1993,2.952746705
Japan,Smoking,Rate,1993,144.9962705
Japan,Alcohol use,Rate,1993,37.36717835
Japan,Drug use,Rate,1993,5.60994877
Japan,High systolic blood pressure,Rate,1993,143.3593487
Japan,Dietary risks,Rate,1993,99.0458004
Japan,Occupational risks,Rate,1993,14.66679286
United Kingdom,Unsafe water source,Number,1991,8.927988651
United Kingdom,Air pollution,Number,1991,41124.52647
United Kingdom,Lead exposure,Number,1991,4524.891046
United Kingdom,Smoking,Number,1991,178677.9226
United Kingdom,Alcohol use,Number,1991,9191.38339
United Kingdom,Drug use,Number,1991,1807.020514
United Kingdom,High systolic blood pressure,Number,1991,183132.7242
United Kingdom,Dietary risks,Number,1991,137406.4897
United Kingdom,Occupational risks,Number,1991,22809.06252
United Kingdom,Unsafe water source,Percent,1991,1.41E-05
United Kingdom,Air pollution,Percent,1991,0.064772325
United Kingdom,Lead exposure,Percent,1991,0.007126778
United Kingdom,Smoking,Percent,1991,0.28142437
United Kingdom,Alcohol use,Percent,1991,0.014476532
United Kingdom,Drug use,Percent,1991,0.002846114
United Kingdom,High systolic blood pressure,Percent,1991,0.288439819
United Kingdom,Dietary risks,Percent,1991,0.216419563
United Kingdom,Occupational risks,Percent,1991,0.03592503
United Kingdom,Unsafe water source,Rate,1991,0.015498015
United Kingdom,Air pollution,Rate,1991,71.38769321
United Kingdom,Lead exposure,Rate,1991,7.854717405
United Kingdom,Smoking,Rate,1991,310.1653883
United Kingdom,Alcohol use,Rate,1991,15.95523922
United Kingdom,Drug use,Rate,1991,3.136790551
United Kingdom,High systolic blood pressure,Rate,1991,317.8984381
United Kingdom,Dietary risks,Rate,1991,238.5226816
United Kingdom,Occupational risks,Rate,1991,39.59404515
United Kingdom,Unsafe water source,Number,1994,12.18096424
United Kingdom,Air pollution,Number,1994,37817.22748
United Kingdom,Lead exposure,Number,1994,4299.661294
United Kingdom,Smoking,Number,1994,170935.1652
United Kingdom,Alcohol use,Number,1994,11602.95153
United Kingdom,Drug use,Number,1994,2154.271897
United Kingdom,High systolic blood pressure,Number,1994,171350.9313
United Kingdom,Dietary risks,Number,1994,127441.5393
United Kingdom,Occupational risks,Number,1994,21873.47955
United Kingdom,Unsafe water source,Percent,1994,1.94E-05
United Kingdom,Air pollution,Percent,1994,0.060306101
United Kingdom,Lead exposure,Percent,1994,0.006856966
United Kingdom,Smoking,Percent,1994,0.272586956
United Kingdom,Alcohol use,Percent,1994,0.018502869
United Kingdom,Drug use,Percent,1994,0.003435374
United Kingdom,High systolic blood pressure,Percent,1994,0.273250946
United Kingdom,Dietary risks,Percent,1994,0.20322894
United Kingdom,Occupational risks,Percent,1994,0.034881142
United Kingdom,Unsafe water source,Rate,1994,0.020959943
United Kingdom,Air pollution,Rate,1994,65.07259188
United Kingdom,Lead exposure,Rate,1994,7.398482737
United Kingdom,Smoking,Rate,1994,294.130347
United Kingdom,Alcohol use,Rate,1994,19.96534859
United Kingdom,Drug use,Rate,1994,3.706883484
United Kingdom,High systolic blood pressure,Rate,1994,294.8457612
United Kingdom,Dietary risks,Rate,1994,219.2903031
United Kingdom,Occupational risks,Rate,1994,37.63797884
Malaysia,Unsafe water source,Number,1994,690.1839334
Malaysia,Air pollution,Number,1994,7617.354324
Malaysia,Lead exposure,Number,1994,659.0639261
Malaysia,Smoking,Number,1994,13567.92857
Malaysia,Alcohol use,Number,1994,2464.60755
Malaysia,Drug use,Number,1994,719.0411176
Malaysia,High systolic blood pressure,Number,1994,19683.21398
Malaysia,Dietary risks,Number,1994,15899.67181
Malaysia,Occupational risks,Number,1994,2199.160042
Malaysia,Unsafe water source,Percent,1994,0.007343006
Malaysia,Air pollution,Percent,1994,0.081045468
Malaysia,Lead exposure,Percent,1994,0.007011881
Malaysia,Smoking,Percent,1994,0.14435254
Malaysia,Alcohol use,Percent,1994,0.026221656
Malaysia,Drug use,Percent,1994,0.007650239
Malaysia,High systolic blood pressure,Percent,1994,0.209415533
Malaysia,Dietary risks,Percent,1994,0.169158759
Malaysia,Occupational risks,Percent,1994,0.023397581
Malaysia,Unsafe water source,Rate,1994,3.443676176
Malaysia,Air pollution,Rate,1994,38.00682737
Malaysia,Lead exposure,Rate,1994,3.288402745
Malaysia,Smoking,Rate,1994,67.69724723
Malaysia,Alcohol use,Rate,1994,12.29717166
Malaysia,Drug use,Rate,1994,3.587659241
Malaysia,High systolic blood pressure,Rate,1994,98.20949429
Malaysia,Dietary risks,Rate,1994,79.33149174
Malaysia,Occupational risks,Rate,1994,10.97271999
China,Unsafe water source,Number,1994,52057.0778
China,Air pollution,Number,1994,1874477.71
China,Lead exposure,Number,1994,171601.0392
China,Smoking,Number,1994,1709261.887
China,Alcohol use,Number,1994,375840.0757
China,Drug use,Number,1994,106073.1349
China,High systolic blood pressure,Number,1994,1294317.976
China,Dietary risks,Number,1994,1160743.835
China,Occupational risks,Number,1994,435201.1817
China,Unsafe water source,Percent,1994,0.006197267
China,Air pollution,Percent,1994,0.223035707
China,Lead exposure,Percent,1994,0.020418105
China,Smoking,Percent,1994,0.203302447
China,Alcohol use,Percent,1994,0.044696919
China,Drug use,Percent,1994,0.01261645
China,High systolic blood pressure,Percent,1994,0.154002836
China,Dietary risks,Percent,1994,0.138091179
China,Occupational risks,Percent,1994,0.051767226
China,Unsafe water source,Rate,1994,4.204080988
China,Air pollution,Rate,1994,151.3810693
China,Lead exposure,Rate,1994,13.85833967
China,Smoking,Rate,1994,138.0383937
China,Alcohol use,Rate,1994,30.35249352
China,Drug use,Rate,1994,8.566367316
China,High systolic blood pressure,Rate,1994,104.527911
China,Dietary risks,Rate,1994,93.74058808
China,Occupational risks,Rate,1994,35.14644101
Japan,Unsafe water source,Number,1994,195.0016161
Japan,Air pollution,Number,1994,31838.71993
Japan,Lead exposure,Number,1994,3698.08058
Japan,Smoking,Number,1994,183989.5645
Japan,Alcohol use,Number,1994,47686.7113
Japan,Drug use,Number,1994,7405.143924
Japan,High systolic blood pressure,Number,1994,179719.9309
Japan,Dietary risks,Number,1994,124210.4861
Japan,Occupational risks,Number,1994,18539.78666
Switzerland,Unsafe water source,Number,1994,2.139727196
Switzerland,Air pollution,Number,1994,3379.981844
Switzerland,Lead exposure,Number,1994,376.6821917
Switzerland,Smoking,Number,1994,11111.66874
Switzerland,Alcohol use,Number,1994,4016.849466
Switzerland,Drug use,Number,1994,632.9454305
Switzerland,High systolic blood pressure,Number,1994,12237.43831
Switzerland,Dietary risks,Number,1994,11165.57197
Switzerland,Occupational risks,Number,1994,1700.170819
Switzerland,Unsafe water source,Percent,1994,3.49E-05
Switzerland,Air pollution,Percent,1994,0.055093451
Switzerland,Lead exposure,Percent,1994,0.00613955
Switzerland,Smoking,Percent,1994,0.18111027
Switzerland,Alcohol use,Percent,1994,0.065469961
Switzerland,Drug use,Percent,1994,0.010316417
Switzerland,High systolic blood pressure,Percent,1994,0.199458119
Switzerland,Dietary risks,Percent,1994,0.181987604
Switzerland,Occupational risks,Percent,1994,0.02771116
Switzerland,Unsafe water source,Rate,1994,0.03032552
Switzerland,Air pollution,Rate,1994,47.90316569
Switzerland,Lead exposure,Rate,1994,5.338569932
Switzerland,Smoking,Rate,1994,157.4813515
Switzerland,Alcohol use,Rate,1994,56.92924234
Switzerland,Drug use,Rate,1994,8.970488964
Switzerland,High systolic blood pressure,Rate,1994,173.4364449
Switzerland,Dietary risks,Rate,1994,158.2453009
Switzerland,Occupational risks,Rate,1994,24.09585856
Switzerland,Unsafe water source,Number,1991,2.640751859
Switzerland,Air pollution,Number,1991,3680.489199
Switzerland,Lead exposure,Number,1991,364.7156362
Switzerland,Smoking,Number,1991,11786.04459
Switzerland,Alcohol use,Number,1991,4256.007189
Switzerland,Drug use,Number,1991,561.955233
Switzerland,High systolic blood pressure,Number,1991,12434.56081
Switzerland,Dietary risks,Number,1991,11321.46263
Switzerland,Occupational risks,Number,1991,1887.40472
Switzerland,Unsafe water source,Percent,1991,4.26E-05
Switzerland,Air pollution,Percent,1991,0.059351979
Switzerland,Lead exposure,Percent,1991,0.005881329
Switzerland,Smoking,Percent,1991,0.190073836
Switzerland,Alcohol use,Percent,1991,0.068636896
Switzerland,Drug use,Percent,1991,0.00906271
Switzerland,High systolic blood pressure,Percent,1991,0.200531078
Switzerland,Dietary risks,Percent,1991,0.182581232
Switzerland,Occupational risks,Percent,1991,0.030439084
Switzerland,Unsafe water source,Rate,1991,0.038170671
Switzerland,Air pollution,Rate,1991,53.19952436
Switzerland,Lead exposure,Rate,1991,5.271771583
Switzerland,Smoking,Rate,1991,170.3610396
Switzerland,Alcohol use,Rate,1991,61.51833245
Switzerland,Drug use,Rate,1991,8.122765613
Switzerland,High systolic blood pressure,Rate,1991,179.7349986
Switzerland,Dietary risks,Rate,1991,163.6457532
Switzerland,Occupational risks,Rate,1991,27.28143677
United States of America,Unsafe water source,Number,1994,121.5510194
United States of America,Air pollution,Number,1994,105018.9146
United States of America,Lead exposure,Number,1994,25125.4036
United States of America,Smoking,Number,1994,521049.3786
United States of America,Alcohol use,Number,1994,76899.96477
United States of America,Drug use,Number,1994,31988.85775
United States of America,High systolic blood pressure,Number,1994,512208.8754
United States of America,Dietary risks,Number,1994,404127.955
United States of America,Occupational risks,Number,1994,59903.69555
United States of America,Unsafe water source,Percent,1994,5.35E-05
United States of America,Air pollution,Percent,1994,0.046253562
United States of America,Lead exposure,Percent,1994,0.011066406
United States of America,Smoking,Percent,1994,0.229494473
United States of America,Alcohol use,Percent,1994,0.033870253
United States of America,Drug use,Percent,1994,0.014089422
United States of America,High systolic blood pressure,Percent,1994,0.225600968
United States of America,Dietary risks,Percent,1994,0.177996299
United States of America,Occupational risks,Percent,1994,0.026384318
United States of America,Unsafe water source,Rate,1994,0.04594009
United States of America,Air pollution,Rate,1994,39.69179664
United States of America,Lead exposure,Rate,1994,9.496121852
United States of America,Smoking,Rate,1994,196.9301058
United States of America,Alcohol use,Rate,1994,29.06426688
United States of America,Drug use,Rate,1994,12.09015767
United States of America,High systolic blood pressure,Rate,1994,193.5888463
United States of America,Dietary risks,Rate,1994,152.7397675
United States of America,Occupational risks,Rate,1994,22.64054347
Japan,Unsafe water source,Percent,1990,0.000230448
Japan,Air pollution,Percent,1990,0.038899355
Japan,Lead exposure,Percent,1990,0.004579769
Japan,Smoking,Percent,1990,0.215530131
Japan,Alcohol use,Percent,1990,0.054268292
Japan,Drug use,Percent,1990,0.007551013
Japan,High systolic blood pressure,Percent,1990,0.222223447
Japan,Dietary risks,Percent,1990,0.153238058
Japan,Occupational risks,Percent,1990,0.021777282
Japan,Unsafe water source,Rate,1990,0.148520227
Japan,Air pollution,Rate,1990,25.07063249
Japan,Lead exposure,Rate,1990,2.95157788
Japan,Smoking,Rate,1990,138.9068124
Japan,Alcohol use,Rate,1990,34.97535966
Japan,Drug use,Rate,1990,4.86652197
Japan,High systolic blood pressure,Rate,1990,143.220911
Japan,Dietary risks,Rate,1990,98.7602114
Japan,Occupational risks,Rate,1990,14.03522436
Global,Unsafe water source,Number,1991,2450943.631
Global,Air pollution,Number,1991,6504209.326
Global,Lead exposure,Number,1991,542646.7262
Global,Smoking,Number,1991,5969961.663
Global,Alcohol use,Number,1991,1676080.635
Global,Drug use,Number,1991,252438.873
Global,High systolic blood pressure,Number,1991,6888724.445
Global,Dietary risks,Number,1991,5477909.738
Global,Occupational risks,Number,1991,1150911.74
Global,Unsafe water source,Percent,1991,0.051970256
Global,Air pollution,Percent,1991,0.137900542
Global,Lead exposure,Percent,1991,0.011506456
Global,Smoking,Percent,1991,0.126588785
Global,Alcohol use,Percent,1991,0.035538589
